institute,field,why,expectations,level,advice,rating_value,expectations_grade,level_grade,predictions
בר אילן,משפטים,ענין אותי התחום,"התואר היה מלמד מאוד ומחכים, היו מרצים מאוד מעניינים ברוב המקרים.",לעיתים הרגיש שהמתרגל מסביר יותר טוב מהמרצה.,לקחת את הכל בחיוך ולהשתדל לשמור על ממוצע סביר בכדי להתקבל להתמחות בקלות,9,10.0,4.0,9
בר אילן,משפטים,מעניין ופרקטי,חסר לי הרחבת אופקים,שביעות רצון גבוהה,אם אתם רוצים אוניברסיטה ברמה גבוהה שלא חייבים להגיע לשיעורים(ועדיין להצליח) בואו לבר אילן,8,3.0,10.0,8
בר אילן,משפטים,מתוך עניין אישי ומחשבה כי הוא מתאים לי.,הייתי מודעת מראש לבחירה בגלל קרובי משפחה שבתחום אז לא הופתעתי.,רמה סבירה.,תחשוב טוב אם אתה מעוניין בגלל בעיית הצפת השוק.,7,5.0,10.0,7
בר אילן,משפטים,"לימודי משפטים תמיד משכו אותי, אני רואה בלימודים אלה ערך מוסף לחיים ללא קשר לעיסוקי בעתיד.","בסה""כ אני מרוצה, אבל ציפיתי שיהיה יותר מרתק.","ישנם קורסים שאין בהם תרגולים למרות שזה היה יכול לעזור. המתרגלים בקיאים בחומר, אך חלקם לא מעבירים אותו בצורה ברורה, ולוקח להם הרבה מאוד זמן לבדוק מטלות.",לא לקרוא הכל.,8,10.0,5.0,8
בר אילן,משפטים,התואר נשמע מעניין ונוגע לכלל תחומי החיים,"התואר עצמו ענה על ציפיותיי, מרגישה שלמדתי.
האוניברסיטה לא ענתה על ציפיותיי- תחושה של זלזול בסטודנט ושאין מי שבאמת מנסה לעזור.","כנ""ל",לפעמים מספיק לקרוא סיכומים,8,10.0,1.0,8
בר אילן,משפטים,כי זה היה נראה לי מעניין,כן,רמה מעולה.,לכו על זה.,10,1.0,10.0,10
בר אילן,משפטים,"בחרתי את המסלול כיוון ומאז ומתמיד ראיתי עצמי עוסקת בתחום המשפטים, תחום שמעניין אותי מאוד, על אף העובדה שיש לא מעט אנשים שבוחרים לעסוק בו.","נהניתי מאוד מהלימודים, גם ברמת האנשים שלמדתי איתם וגם מבחינת הפקולטה עצמה.",הלימודים ברמה גבוהה ומספקת,תהנו מכל רגע ותשקיעו את כל מה שיש בכם!,7,10.0,10.0,7
בר אילן,משפטים,"עניין, סקרנות וגם ריאליזם. מה יתרום לי ובמה אני אוכל לתרום.","פחות או יותר מה שחשבתי, דמיינתי שסטודנטים ברובם יותר נבונים...","יותר ממה שחשבתי, אבל עדיין לא מספיק.. : )",לא ללמוד בבר-אילן וללמוד רק מתוך עניין ולא שאיפה להיות מיליונר - המקצוע עצמו מוצף.,7,1.0,8.0,7
בר אילן,משפטים,תחום פרקטי שמצאתי בו עניין,הלימודים עצמם ענו על הציפיות אולם לא התנסיתי מספיק בפרקטיקה ולכן לא יודע לומר בשלב זה האם אני מרוצה מהבחירה,הייתי מרוצה מסביבת התמיכה הלימודית,"תחום עריכת הדין רווי מאוד. אם אתם בכל זאת נחושים ללמוד בו, אז קחו בחשבון תחרות קשה שיש להערך אליה החל מתחילת הלימודים. תנסו להתפקס מה אתם בדיוק רוצים לעשות, אילו יתרונות יש לכם על פני האחרים- ותמקסמו אותם על ידי קורסים בתחום הזה (נגיד לדוברי אנגלית כדאי להתמקד בתחום הבין-לאומי ובחילופי סטודנטים בחו""ל) וגם תעשירו את קורות החיים שלכם בתחום. בבר אילן יש חבר'ה מעולים, אווירה שיתופית וחויובית מאוד ושם מעולה בתור מוסד אקדמי. ד""ש חם לרוני ברוט!",9,7.0,10.0,9
בר אילן,משפטים,"מעניין ופראקטי, וניתן להתפתח עם התואר לכיוונים שונים ומגוונים.",ישנם קורסים רבים שלא רלוונטים ולא תורמים לעתיד המקצועי.,אין הרבה תרגולים.,"להשקיע, אך לא לשכוח לשלב את הלימודים עם עוד מסגרת",7,1.0,1.0,7
בר אילן,משפטים,"זה המקצוע היחידי שמעניין אותי, היה לי ברור מאז ומתמיד שזה מה שאלמד.","יש הרבה מאוד קורסים לא פרקטיים בעליל, היחס לסטודנטים לא מדהים בכללי, המבחר של קורסי הבחירה מצומצם ומאוד קשה לבנות מערכת שתהיה גם נוחה וגם תספק קורסים מעניינים.","רמת לימודים גבוהה, הרבה פעמים ""רצים בחומר"" ולא עוצרים להסביר מה הכוונה באמת. כיתות של כ-100 סטו' בקורסי חובה ובין 15-50 בקורסי בחירה (על הנייר, בפועל כשאין נוכחות חובה מגיעים פחות)",להתרגל לחרוש כדי להוציא ציונים טובים- התחרות בחוץ קשה..,8,1.0,1.0,8
בר אילן,משפטים,בחרתי את המסלול מכיוון שלימודי משפטים פותחים הרבה דלתות.,"הקורסים לא קלים, נדרשת מחשבה ויצירתיות במבחנים. כך צריך גם לפעול עו""ד במציאות.","התירוגלים נעשים רק בקורסי החובה, ולא בכולם. המתרגלים מאוד מקצועיים, בד""כ באים מהפרקטיקה, יודעים את החומר ומסבירים אותו בצורה טובה. כמות הסטודנטים בהרצאה תלויה בהאם זה קורס חובה או בחירה. בד""כ כמות הסטודנטים נעה בין 90-100 בחובה ל-30-50 בבחירה.","תהיו עם ראש פתוח, תנסו להרחיב אופקים עד כמה שניתן, לחשוב בגדול וביצירתיות. זו המהות של המקצוע.",9,1.0,5.0,9
בר אילן,משפטים,אני אוהב את תחום המשפטים ועריכת הדין וזהו תחום שמעניין אותי,יש הבדל גדול בין החומר התיאורטי שנלמד באוניברסיטה לבין הפרקטיקה אך זוהי שיטת לימוד הכרחית.,הרמה גבוהה מאוד בעיקר בקורסי החובה והקורסים המרכזיים.,לבדוק טוב טוב לפני שבוחרים במסלול לימודים שכזה וכמובן לבדוק את תנאי השוק והרצון להמשיך בתחום בהמשך ללימודים.,8,5.0,5.0,8
בר אילן,משפטים,"לימודי המשפטים עניינו אותי. בנוסף, אני חושבת שהעבודה המשפטית מתאימה לי. וגם רציתי לעשות תואר שיכול לפתוח אופציות.","אני מאוד מרוצה מהלימודים ומהתחום, ואני חושבת שהציפיות שהיו לי לפני תואמות זאת.","אין שיעורי תרגול רבים, ומסתמכים הרבה פעמים שהסטודנט יסתדר לבד. כמות הסטודנטים היא סבירה ביותר.",לבדוק אם זה מעניין אותם ואם נראה להם שהם ירצו להמשיך בתחום. כי כידוע יש הרבה עורכי דין ורק מי שאוהב את התחום וחושב שזה מתאים לו יצליח!!,7,10.0,5.0,7
בר אילן,משפטים,"תמיד ידעתי שאני רוצה ללמוד משפטים, כך שהבחירה לא הייתה כ""כ קשה...","המסלול עצמו ענה על ציפיותיי, מעניין, קשה, מאתגר והאנשים מדהימים. התנאים באוני' והחווייה הסטודנטיאלית קצת פחות...","אין מספיק שיעורי תרגול ואין מספיק שיעורי עזר !! לפחות בקורסים הכבדים של 6 נ""ז הייתי מאוד רוצה שיהיו לי שיעורי עזר ושאני לא אצטרך לשאול כמה יחידי סגולה מהכיתה...זאת בניגוד למכללות למשל..","בסופו של דבר, אם תשקללו את כל היתרונות והחסרונות אל מול מוסדות לימודים אחרים - מסלול משפטים באוניברסיטת בר-אילן הוא בהחלט במקום הראשון.",7,10.0,1.0,7
בר אילן,משפטים,זה מעניין אותי,"כן, ממש מעניין.. ונותן לי את הידע שחיפשתי, לחיים ובכלל ולמקצוע בפרט","השיעורים ברובם מעניינים, אבל לרוב הכיתות ריקות, כי זה חומר שאפשר ללמוד לבד","לא לפחד ללמוד את זה בגלל שיש הרבה משפטנים, זה שווה כל רגע",8,10.0,1.0,8
בר אילן,משפטים,"חשבתי שזה יפתח לי דלתות בעתיד, גם אם לא ארצה לעסוק בתחום הספציפי.",המסלול עונה על הציפיות מבחינת המטרה שלי כשניגשתי אליו- אני עדיין ממאמינה שהוא יפתח לי דלתות בעתיד. מצד העניין- ההרצאות והקורסים בכלל הרבה פחות מעניינים ממה שציפיתי.,"רמת לימודים גבוהה. שיעורי תרגול בכל קורסי החובה הכבדים. המתרגלים נבחרים בד""כ מסטודנטים מצטיינים בשנה ד' או עו""ד שכבר עוסקים בתחום כך שבד""כ הם ברמה מאוד גבוהה. מבחינת נוכחות בשיעורים- תלוי כמובן עד כמה הקורס והמרצה מעניינים. רוב הקורסים במשפטים אינם דורשים",תחשבו טוב טוב אם זה באמת מה שאתם רוצים ואל תלכו לפי מה שקראתם בספרים של ג'ון גרישם וכאלה- הפרקטיקה והאקדמיה שונות כמו שמיים וארץ. אולי כדאי לבוא להיכנס למס' הרצאות במס' קורסים שונים בשביל להבין קצת יותר טוב מה זה אומר לפני שמחליטים.,9,10.0,5.0,9
בר אילן,משפטים,מאז שהייתי קטנה רציתי ללמוד משפטים ולהיות עורכת דין.,"מאוד אהבתי את השילוב בין לימוד קורסים פרקטיים של הדינים לבין תיאוריות כלליות יותר- שאלות מדיניות ושאלות של עיצוב החוק.
פחות אהבתי את העובדה שהמסלול מחייב לימודים מורחבים של משפט עברי- חומר לא רלוונטי ולא מעניין!","רק בשנה א היו לנו תרגולים, התרגולים היו לא בכל המקצועות וזה היה יותר העברת חומר נוסף מאשר תרגול של החומר שכבר נלמד. הכיתות בשנה א היו עמוסות (כ-100 סטודנטים בכיתה) אבל המספר ירד כי חלק עזבו וכי קורסי הבחירה קטנים יותר.","תחשבו טוב אם זה תחום שמענין אותם באמת ואל תשכחו את הצפת המקצוע. שימו לב שבבר אילן יש חובות שאין במקומות אחרים בגלל שיש לה אופי דתי- קורסי יסוד ביהדות וקורסים במשפט עברי. שימו לב שהפעילויות של האוניברסיטה לא מעניינות בד""כ את הציבור החילוני.",2,1.0,3.0,8
בר אילן,משפטים,"תמיד נמשכתי למשפטים, ערכית דין, חוקים וזכויות. אני רוצה להיות עורכת דין בעתיד ולעסוק בזה.","רוב הקורסים מעניינים, אני מתחברת למה שאני לומדת.","לא כל הסטודנטים מגיעים להרצאות, רמת המתרגלים טובה מאוד, נראה כי בכללי התרגולים ברמה גבוהה.","הלימודים לא דורשים יותר מידיי, אפשר לעבוד תוך כדי וגם לבלות. תצרו הרבה קשרים עם שאר הסטודנטים שלומדים איתכם או עם סטודנטים משנים קודמות ותיעזרו בהם (מחברות קורס, למידה למבחנים, פתירת תרגילים יחד), זה מאוד עוזר.",8,10.0,6.0,8
בר אילן,משפטים,רצון עז לעשות צדק,אין מספיק פרקטיקה,לעיתים יש סתירות קלות בין המתרגלים למרצים,להבין מהר מאוד מה חשוב יותר ומה פחות. וככה להתפנות לדברים אחרים בחיים,8,1.0,3.0,8
בר אילן,משפטים,רציתי ללמוד לתואר ראשון משהו כללי שיוכל לעזור בכל מיני תחומים מקצועייים.,כנראה בגלל שמדובר בשנה ראשונה עדיין לא מצאתי את עצמי מתעניינת ברוב החומר הלימודי.,יחס טוב - תמיד מסבירות פנים ועוזרות,לא להילחץ ולדבר עם חבר'ה של שנים מעל כדי להיכנס לפרופורציות!,9,5.0,10.0,9
בר אילן,משפטים,חיפשתי נושא פרקטי,בדברים מסוימים כן ובאחרים- לא.,"הרמה האקדמית טובה, אבל יש מקום לשיפור.",להתחיל לעבוד במשהו שקשור למקצוע ולראות האם יש משיכה אליו.,8,1.0,10.0,8
בר אילן,משפטים,עניין אותי + נראה לי פרקטי,מעולה. מאוד מרוצה. מאוד העשיר אותי.,טובה מאוד.,"מומלץ למי שזה מעניין אותו. תואר קשה, אבל מתגמל למי שמגדיל ראש.",9,10.0,10.0,9
בר אילן,משפטים,מאז ומעולם חלמתי להיות עורכת דין,"היה משעמם, אך אני לא מתחרטת כי זה משרת את המטרה הסופית של היותי עורכת דין",בינוני,לא להילחץ ממבחנים- סהכ לימודים,7,2.0,4.0,7
בר אילן,משפטים,"כי מאז שהייתי קטנה ידעתי שאני רוצה להיות עו""ד והחומר מאוד מעניין אותי",אני מאוד נהנית מהלימודים אבל הייתי רוצה שישימו יותר דגש על הנעשה בפרקטיקה,"ישנם תירגולים מעטים מאוד, אין לאוניברסיטה תקציב מספיק. כמות הסטודנטים בשיעורי החובה היא בערך 90. בשיעורי הבחירה נעה בין 10-50 (תלוי בביקוש לקורס).","לא להתעצל, לקרוא את החומר, לסכם טוב בשיעור, ולשמור על ממוצע גבוה- מאוד חשוב לסינון בגין הצפת המקצוע.",3,10.0,5.0,8
בר אילן,פסיכולוגיה,"פסיכולוגיה מתוך רצון להמשיך לתואר שני בקלינית ילד, פילוסופיה מתוך עניין",היה מעניין אך לא מספיק ממצה ומעמיק,לא ממצה את כל התחומים,"לתת לשוק של ההתחלה לעבור, לא לפחד ממנו",6,10.0,1.0,6
בר אילן,פסיכולוגיה,כי הוא מעניין מאוד ויש בו פרנסה טובה,פרט לכך שלמדתי שמדובר במסלול ארוך ומתיש,תואר טוב,תחשבו היטב על כל הדרך לפני שמתחילים,9,1.0,10.0,9
בר אילן,פסיכולוגיה,זה מה שהכי עניין אותי,"דיי ענה, ציפיתי ליותר פעילות מעשית","אחלה אנשים, תואר סבבה, הבעיה זה שאין יותר מדי מה לעשות איתו :)","כמעט בלתי אפשרי להתקבל לתואר שני, ואין יותר מדי מה לעשות בתואר ראשון אז שיחשבו פעמיים אם להתחיל את המסלול הזה... אבל אם כן אני מאוד ממליצה על בר אילן!",8,10.0,2.0,8
בר אילן,פסיכולוגיה,חשבתי שתואר זה יהיה מעניין ודומה לפסיכיאטריה,"הוא אכן היה מעניין, אך התואר הוא אינו ישומי זאת אומרת שאין מה לעשות עם התואר אלא אם כן נרשמים לתואר שני.","התואר לא עמד בציפיותי כיוון שהוא לא ישומי כלל, לאחר התואר פניתי לעסוק בתחום שונה לחלוטין","ללכת ללמוד רק אם יש המון כוח להשקיע ולהוציא ציונים טובים, כמוכן לדעת שהתחום דורש תואר שני על מנת לעסוק במקצוע.",6,5.0,5.0,6
בר אילן,פסיכולוגיה,"פסיכולוגיה- הייתי בטוח שאוכל לסיים את התואר בציונים טובים, ושקלתי להמשיך בכיוון -כלומר תואר שני, וחייבים בשביל זה תואר ראשון בפסיכולוגיה.
כלכלה-עניין אותי.","פסיכולוגיה-ענה.
כלכלה- לא ענה בכלל. באתי מתוך עניין בכלכלה, אך הפקולטה מכוונת לעבר למידה לסגנון תרגילים מסויים, מטפחת טכניקה ספציפית מאוד ללא שום רקע תיאורטי.
יוצאים עם ידע של פתירת תרגילים ואפס הבנה על תהליכים כלכליים בעולם.
עם זאת, הוא נותן לי אופציה להמשיך עם התחום הלאה. אז במובן הזה הוא ענה על הציפיות שלי.",מאותם מסיבות שציינתי בשאלה על המסלול. לא ברור לי מה ההבדל בין התואר למסלול.,"אם אתם מעוניינים בלימודי תואר שני בפסיכולוגיה ובטוחים בכך, קחו מקצוע משני קליל ככל האפשר והשקיעו בציונים בפסיכולוגיה.
אם אתם מתעניינים בכלכלה -אל תלמדו בבר אילן. אני לא יודע מה מצב האוניברסיטאות האחרות, אבל אני מאוד מקווה שהוא עדיף. אם זה אומר שצריך לשפר בגרויות- תעשו את זה. שווה להשקיע שנה בלשפר בגרויות/פסיכומטרי כדי לוותר על התענוג של ללמוד כלכלה בבר אילן.",7,5.0,5.0,7
בר אילן,פסיכולוגיה,התחום מאד עניין אותי ורציתי לעסוק במקצוע,"התואר היה מאד מעניין, אבל לטעמי הוא לא הכין את הסטודנטים למבחן קבלה לתואר שני (מתא""ם) בצורה טובה.",תואר מאד מעניין אבל לא מעשי למי שלא ממשיך לתואר שני,תגיעו עם רמת אנגלית מאד גבוהה. זה קריטי לקבלה לתואר 2,8,5.0,5.0,8
בר אילן,פסיכולוגיה,אני רוצה להיות פסיכולוגית קלינית ולטפל באנשים.,"בהחלט מאפשר למידה טובה ומעמיקה של התואר הראשון. כמובן שלא כל הקורסים מעניינים או הכרחיים בעיניי, אולם אני משערת שזה כך בכל תואר שהוא.","תואר מלמד ובונה בסך הכל. למרות רמת ההוראה של המרצים, שהייתה נמוכה לעתים...","לראות בתואר הראשון כהקדמה אחת גדולה וכמסדרון ארוך בדרך ללימודי התואר השני. לא לצפות ללמוד איך לטפל באנשים. ללכת כאשר המטרה כלהזמן לנגד עיניכם מצד אחד ומצד שני לנסות ליהנות גם מהדרך.
כל הזמן להיות בקשר עם אנשים משנים מעליכם, זה מאוד עוזר. גם לבחירת קורסים והכנה למבחנים וגם במתן עזרה כללית ופרספקטיבה נכונה לתואר.
בהצלחה :)",7,10.0,4.0,7
בר אילן,פסיכולוגיה,"בזמנו לא ידעתי בדיוק במה אני רוצה להתמחות אלא התעניינתי בתחום, וידעתי שפסיכולוגיה זה הבסיס של בני האדם, חשבתי שאו שתהיה לי אפשרות להתקדם בתחום או אולי לעשות הסבה ביום מן הימים.",במקום שאני נמצאת בו היום אני מרוצה אבל לפני שנתיים הייתי אומרת שהתואר הזה נתלה על הקיר וסימן וי בחיי ותו לא. היום אני מבינה שלמרות הכל התואר כן פתח לי דלתות..,התואר היה מעניין ומעשיר אך הייתי מוסיפה לעצמי בדרך קורס מעשי.,"תחשוב טוב טוב מה אתה רוצה ללמוד, גם אם זה מצריך ממך עוד שנה של תהיה.. ותתיעץ עם חבר'ה שעברו את זה כבר..",8,4.0,10.0,8
בר אילן,פסיכולוגיה,"פסיכולוגיה זה המקצוע היחיד שעניין אותי ללמוד. בבר אילן, כמות התלמידים היא חצי מהכמות בת""א, זה מרגיש יותר ביתי ונעים, אתה מכיר את כולם. בת""א הרגיש לי כמו מפעל לסטודנטים.","היו קורסים מאוד מעניינים, המרצים והסגל באים לקראת התלמידים רוב הזמן, יש קשר אישי, האוכלוסיה חמה וחמודה.",התואר נהדר. בחרתי 9 ולא 10 כי חבל שאין יותר קורסים בפסיכולוגיה ובמקום זה צריך לבחור קורסים כלליים.,להשתדל לא להיכנע ללחץ שמופעל בתחום הפסיכולוגיה על הישגיות. תלמד להיות good enough. ככה גם אפשר ליהנות מהתואר....,9,10.0,4.0,9
בר אילן,פסיכולוגיה,"כי השאיפה שלי להיות פסיכולוגית קלינית. תחום הפסיכולוגיה מרתק אותי, וקרימינולוגיה כתחום משני, עניין אותי מאוד גם הוא, כי הוא טומן בחובו אלמנטים פסיכולוגיים, ביולוגיים, משפטיים, פילוסופיים וסוציולוגיים.","ידעתי מראש למה אני נכנסת, מה יהיה ומה לא אמור להיות בתואר הזה. הרגשתי שהקורסים היו מעניינים מאוד ,מעשירים","באופן כללי הייתי מאוד מרוצה, הייתי רוצה יותר קורסיים מעמיקים קליניים ואולי בקורסים מסוימים שיהיה קצת יותר ערך מוסף להרצאה עצמה מלבד המצגת (אותה עקרונית יכולתי ללמוד מהבית).","אם חושבים על כיוון של תואר שני בפסיכולוגיה - להשקיע מאוד בתואר הראשון, אבל לא לשכוח להנות תוך כדי מהדרך ומהלמידה עצמה, ומהחוויה הסטודנטיאלית עצמה.",8,10.0,9.0,8
בר אילן,פסיכולוגיה,אהבה לתחום,לא נגענו לעומק ברוב התחומים,.,לוודא את אופציות התעסוקה לפני ולקחת בחשבון שבלי תואר שני הראשון לא שווה כמעט כלום,6,1.0,10.0,6
בר אילן,פסיכולוגיה,"רציתי מקצוע בו יש תחושה של ערך ומשמעות, וגם שיהיה בעל הכנסה מכבדת. בנוסף, רציתי לקבל כלים להתנהלות עם אנשים וכלים חינוכיים.","תמיד הדברים פחות זוהרים מאשר איך שאתה מדמיין אותם. בנוסף, ההשקעה היא עצומה.",תואר מעשירף מעניין ופותח אופקים.,"המסלול הוא מאד ארוך וקשה - הרבה יותר ממה שאתם חושבים.
אני הייתי מציע לכם להעריך את מידת ההשקעה שלכם בתואר, ולהכפיל אותה ב-7 - ואז תתקרבו להערכה יותר ריאלית...",10,4.0,10.0,10
בר אילן,פסיכולוגיה,"המסלול אפשר לי להיכנס ללימודי פסיכולוגיה עם ציון פסיכומטרי לא בשמיים וציוני בגרות גבוהים לשלוחה של בר אילן במכללת עמק הירדן. שנתיים ראשונות עשיתי בצפון והיו פלוסים רבים של מגורים ומחייה בסביבה של הכינרת. פלוס גדול מאוד הוא שבסיום, אם עושים ומסיימים את השנה השלישית בבר אילן עצמה מקבלים תואר מלא של בר אילן. לימודי קרימינולוגיה עבורי השלימו עניין בפסיכולוגיה",השילוב של לימודי פסיכולוגיה וקרימינולוגיה הינו מוצלח מאוד מנסיוני. לימודים של שנתיים בעמק הירדן ובבר אילן בשנה השלישית היו מאוד מיוחדים ומספקים,"באופן אישי ציפיתי לקורסים יותר מעמיקים בפסיכולוגיה, אך דומני כי אין אלא לקבל כי בתואר ראשון אין העמקה ממשית של החומר, ויש נגיעה בתחומים רבים על מנת להרחיב אופקי ידע","אם אתם בעלי ראש פתוח, סקרנים ומעוניינים בלימודי פסיכולוגיה וקרימינולוגיה, או לא בטוחים עם אילו לימודים לשלב את פסיכולוגיה ויש לכם דגדוג של עניין לעבודה טיפולית הקשורה לתחומי קרימינולוגיה, מעוניינים בתקופת מחייה חווייתית באזור של הכינרת ובעלי תעוזה להגשים את עמלכם עד כה לכיוון מימוש חלומכם בצורה מיוחדת- לכו על זה!",8,10.0,8.0,8
בר אילן,פסיכולוגיה,"כי כאשר סיימתי שירות לאומי הרגשתי שזה הדבר שהכי מדבר אלי, לעבוד עם אנשים, אחד על אחד.",לא לגמרי כי היה מעט מאוד פרקטיקה אך מצד שני היה לי מעניין מאוד.,"סה""כ מעניין ולא קשה מדי","תחשבו טוב אם אתם מתכוונים להוציא ממוצע על תשעים כי אחרת לא תוכלו להמשיך בפסיכולוגיה, וזה יהיה תואר ראשון נחמד שאין הרבה מה לעשות איתו. מי שנכנס למסלול הזה צריך להיות רציני מאוד ומכוון מטרה.. בהצלחה..",8,10.0,1.0,8
בר אילן,פסיכולוגיה,אוהבת,חלקית,9,סבלנות וכוח,9,5.0,3.0,8
בר אילן,פסיכולוגיה,רציתי להתחיל במסלול טיפולי,נתן ידע תיאורטי אך כלל לא ידע מעשי,מעניין אך בכלל לא מעשי,"לשקול היטב אם הם לא רוצים מסלול יותר סימפטי,",4,1.0,1.0,8
בר אילן,פסיכולוגיה,התעניינתי בתחום,קיבלתי הרבה ידע מבואי בתחום מה שאפשר לי להבין שאני רוצה להמשיך לתואר שני,ענה על מרבית הציפיות,"זה תואר קשה והוא רק חלק ראשון במסלול מאד ארוך. חשוב לתת לכך משקל בבחירה, הרבה אנשים לא מצליחים לסיים את המסלול",9,10.0,10.0,9
בר אילן,פסיכולוגיה,בגלל שלדעתי זה התחום שהכי מתאים לי.,התאכזבתי כשהבנתי שמדובר בתואר תיאורטי מאד שאין בו התנסות והדרכה מעשית,"מדובר בתואר שמאפשר חשיבה, יצירתיות וכתיבה מחקרית מקצועית.",שיתאזרו בסבלנות- העבודהה קשה והמסלול קצת ארוך,8,5.0,10.0,8
בר אילן,פסיכולוגיה,תחום הפסיכולוגיה מאוד משך אותי וחשבתי שארצה לעסוק בו,לימודי התואר הראשון מאוד תיאורטיים והיה חסר לי מאוד שילוב של עבודה מעשית והכנסת תכנים קליניים לקורסים,"בסה""כ התואר מאוד מגוון אך חסר מאוד שילוב של תכנים פרקטיים",לקרוא קצת לפני הלימודים במוסדות השונים על תכני הקורסים,8,9.0,6.0,8
בר אילן,פסיכולוגיה,חשבתי להמשיך לפסיכולוגיה ארגונית תואר שני,המרצים לא ניסו לעניין את הסטודנטים ולהפוך את הקורס לךמעניין ןמחדש. השתמשו בשיטות לימוד מאו מיושנות.,"סה""כ החומר היה מעניין פשוט הועבר בצורה משעממת.",אם לא רוצים ללכת לקילינית ויותר לעולם הארגוני אז לעבוד במהלך התוא רולהתחיל לצבור ניסיון.,8,1.0,10.0,8
בר אילן,פסיכולוגיה,רציתי לעסוק בטיפול,הלימודים מעניינים אבל לא התחברתי להרבה מהתיאוריות והרגשתי שיש הרבה התמקדות בנושאים מסוימים ופספוס גדול של חומר אחר שעשוי להיות מפרה ומעניין. אין כמעט ירידה לעולם הטיפולי-מעשי.,הייתי שמחה אם היה יותר מעשי גם מבחינת השימוש בו וגם מבחינת התכנים הנלמדים.,לשקול מראש את הדרך הארוכה ואת הסיכויים הקלושים להצליח בה אפילו שאם אדם נחוש בכך שילך על זה. לבחון אופציות חילופיות ואולי קצרות יותר להגיע לעולם הטיפול.,6,6.0,10.0,6
בר אילן,פסיכולוגיה,אני רוצה לעסוק בפסיכולוגיה,לא נתרמתי מהקורסים,לא קיבלתי הרבה,לכו ללמוד במקום שיעשה לכם את החיים קלים יותר,7,10.0,1.0,7
בר אילן,פסיכולוגיה,"כי חשבתי שפסיכולוגיה זה תחום מעניין. סנוסף, האמנתי כי תחום זה מתאים לי וכי אוכל לעסוק בו בהמשך ולהנות מכך.","מחד,התואר היה מעניין ומגוון והיווה עבורי את הבסיס לתואר שני. מאידך התואר היה לא יישומי.","התואר היה תיאורטי בלבד, ללא קורסים יישומיים (למעט אחד שלא כולם יכלו להתשתתף בו), בנוסף לכך המבחנים לא היו מותאמים לחומר הנלמד וחזרו על עצמם משנה לשנה. ואם נוסיף לכך את השירותים הניתנים באוניברסיטה- לסיכום, התואר מקבל ציון נמוך.","שיבחנו האם הם בטוחים שהם מעוניינים בלימודי המשך. אם לא, שילמדו מקצוע יישומי כמו עבודה סוציאלית. לגבי אנשים שמעוניינים בחיים סטודנטיאלים תוססים- בר אילן היא לא המקום...",3,10.0,5.0,8
בר אילן,פסיכולוגיה,התחום הטיפולי סיקרן אותי בעקבות השירות לאומי שעשיתי.,"התואר הראשון בפסיכולוגיה הוא מאוד תאורטי ולא מעשי, כך שהמסלול על מנת לטפל הוא ארוך ומיגע. לעיתים אני תוהה אולי היה כדאי ללמוד עו""ס ולצאת עם עבודה ומשהו מעשי. בנוסף באוניברסיטה יש המון דגש למחקר, שמי שמעניין אותו טיפול ולא מחקר (הרוב) יתאכזב!!","שוב, מאכזב מבחינת הלימוד אך זה לא שונה בין המוסדות",לקחת בחשבון שהמסלול ארוך ואף אחד לא מבטיח לך שתגיע לסוף!!,6,3.0,1.0,6
בר אילן,פסיכולוגיה,לא יודע לגמרי.. אני עדיין לא בטוח :),היו המון דברים שהיה אפשר פשוט ללמוד לבד עם ספר..,קצת ידע כללי מדי... כדאי לשלב יותר פרקטיקה..,"לקרוא את הספרים במהלך הסמסטר ולא לפחד מהעומס, בעיקר אם קוראים כל הזמן. אפשר לשלב את התואר עם המון דברים.. עבודה וכו'..",8,1.0,4.0,8
בר אילן,פסיכולוגיה,"רציתי ללמוד משהו ""פרקטי"" וגם מעניין, שקשור בטיפול","קידם אותי לתואר שני שאני עושה היום, אך כשלעצמו לא היה מעניין בכלל ולא נתן שום כלים טיפוליים . ולא התנסות מעשית. חבל.","שוב- הצלחתי לעמוד בדרישות, להוציא ממוצע טוב ולהתקבל לתואר שני, אבל מבחינה טיפולית מעשית לא התקדמתי בכלום מבחינת התואר עצמו. זה גם נראה לי פשוט עצימת עיניים מעצבנת של החוג לא לתת שום יחס לעובדה שהרוב מנסים להתקבל לתואר שני- אין אפילו שעה אחת שמסבירים בצורה","לקחת נשימה ארוכה.. המסלול ארוך מאוד ודורש הרבה סבלנות. תואר שני שווה הכל, אבל זה לוקח זמן..",7,1.0,1.0,7
בר אילן,פסיכולוגיה,לא התקבלתי למשפטים,"הלימודים שלי היו מאוד מעניינים, אבל הרגשתי שנכנסים יותר מדי פעמים יותר מדי לעומק בנושאים ספציפיים, ומתייחסים באופן שטחי לאחרים, מעניינים לא פחות.","אולי ענה על הציפיות, אבל לא ממש התאים לי ולמטרות שלי","לא ללכת ללמוד פסיכולוגיה אם לא מתכננים לעסוק בתחום, הרבה מאוד עבודה קשה לעומק שלא תהיה שימושית בשום צורה בתחומים אחרים.",7,1.0,6.0,7
